ticket_id,created_at,subject,description,category,priority,source,affected_service
TKT-0733,2026-07-05 19:21:00,Docking station issue,Please help. USB devices disconnect whenever I connect through the docking station. Another team member can use the same service.,Hardware,Medium,Portal,Laptop
TKT-0386,2026-06-02 03:32:00,Missing messages,"Hi support, Several expected emails are missing even though the senders received no error. I have a client deadline later today.",Email,Medium,Chat,Outlook
TKT-0841,2026-08-21 05:59:00,Lost company device,Please help. The account portal reported a login from a location I do not recognize. The issue continues after a restart.,Security,High,Email,Security Operations
TKT-0878,2026-06-25 08:05:00,Suspicious email received,Please help. I received an email asking me to sign in through a link that does not look legitimate. I am working remotely today.,Security,Critical,Phone,Identity Portal
TKT-0881,2026-08-20 18:06:00,Unexpected login alert,"Hi support, I received a password reset notification that I did not request. The issue continues after a restart.",Security,High,Phone,Email Gateway
TKT-0877,2026-07-02 07:14:00,Suspicious email received,Please help. I received a password reset notification that I did not request. Please let me know what information you need.,Security,High,Phone,Endpoint Protection
TKT-0793,2026-06-25 18:20:00,Possible malware warning,"Hi support, The account portal reported a login from a location I do not recognize. There is no error code displayed.",Security,High,Phone,Security Operations
TKT-0103,2026-08-11 18:54:00,Cannot sign in,"IT team, I can sign in to my laptop but the application says I do not have access. The issue continues after a restart.",Account Access,High,Portal,Microsoft 365
TKT-0808,2026-08-08 03:32:00,Possible malware warning,"Hi support, A security warning appeared after I opened a downloaded file. Please let me know what information you need.",Security,High,Chat,Identity Portal
TKT-0097,2026-07-11 18:30:00,Account locked,Please help. I can sign in to my laptop but the application says I do not have access. This started this morning.,Account Access,Low,Phone,Identity Portal
TKT-0419,2026-07-11 18:58:00,Email not sending,"Hello, Several expected emails are missing even though the senders received no error. I am working remotely today.",Email,Medium,Chat,Exchange Online
TKT-0387,2026-06-29 13:04:00,Too much spam,"Hello, Messages remain in the outbox and do not send to external recipients. This started this morning.",Email,Low,Chat,Exchange Online
TKT-0416,2026-08-15 23:00:00,Attachment blocked,Please help. Messages remain in the outbox and do not send to external recipients. There is no error code displayed.,Email,Medium,Portal,Email Gateway
TKT-0861,2026-06-06 09:30:00,Unexpected login alert,"IT team, A security warning appeared after I opened a downloaded file. The issue continues after a restart.",Security,High,Chat,Endpoint Protection
TKT-0742,2026-07-30 01:14:00,Battery drains quickly,"IT team, Several keys stopped responding after I returned from lunch. I have a client deadline later today.",Hardware,Medium,Phone,Docking Station
TKT-0380,2026-06-19 17:13:00,Attachment blocked,"IT team, A project attachment is being blocked when I try to send it. There is no error code displayed.",Email,Low,Phone,Email Gateway
TKT-0350,2026-08-29 06:54:00,Email not sending,Outlook reports that my mailbox has reached its storage limit. There is no error code displayed.,Email,Medium,Email,Shared Mailbox
TKT-0418,2026-07-14 20:22:00,Too much spam,"Hello, Messages remain in the outbox and do not send to external recipients. Another team member can use the same service.",Email,Low,Phone,Shared Mailbox
TKT-0714,2026-08-22 06:57:00,Laptop will not start,USB devices disconnect whenever I connect through the docking station. This started this morning.,Hardware,Medium,Phone,Keyboard
TKT-0697,2026-08-25 20:52:00,Monitor not detected,"Hello, Several keys stopped responding after I returned from lunch. There is no error code displayed.",Hardware,High,Chat,Keyboard
TKT-0447,2026-06-08 09:12:00,Attachment blocked,"IT team, A project attachment is being blocked when I try to send it. Please let me know what information you need.",Email,Medium,Portal,Email Gateway
TKT-0362,2026-08-12 06:13:00,Email not sending,Please help. A project attachment is being blocked when I try to send it. Another team member can use the same service.,Email,Medium,Chat,Exchange Online
TKT-0885,2026-06-17 01:38:00,Unusual password reset,"IT team, A security warning appeared after I opened a downloaded file. There is no error code displayed.",Security,Critical,Email,Email Gateway
TKT-0884,2026-08-10 13:39:00,Unusual password reset,Please help. My company phone is missing and may have been left in a public location. Another team member can use the same service.,Security,High,Email,Security Operations
TKT-0762,2026-08-16 23:48:00,Suspicious email received,I received an email asking me to sign in through a link that does not look legitimate. Another team member can use the same service.,Security,Medium,Email,Email Gateway
TKT-0723,2026-08-22 19:36:00,Monitor not detected,"Hi support, The laptop does not power on even when it is connected to the charger. Another team member can use the same service.",Hardware,Medium,Phone,Battery
TKT-0428,2026-07-08 05:01:00,Missing messages,I am receiving a large increase in unwanted messages today. Please let me know what information you need.,Email,Medium,Portal,Shared Mailbox
TKT-0771,2026-07-13 10:41:00,Suspicious email received,Please help. My company phone is missing and may have been left in a public location. There is no error code displayed.,Security,High,Email,Email Gateway
TKT-0709,2026-08-28 18:16:00,Battery drains quickly,"Hello, USB devices disconnect whenever I connect through the docking station. This started this morning.",Hardware,Medium,Portal,Battery
TKT-0898,2026-07-12 09:33:00,Unexpected login alert,"Hi support, I received a password reset notification that I did not request. The problem began after the latest update.",Security,Critical,Email,Security Operations
TKT-0772,2026-07-12 05:01:00,Unexpected login alert,"IT team, The account portal reported a login from a location I do not recognize. This started this morning.",Security,High,Portal,Email Gateway
TKT-0896,2026-07-23 21:56:00,Possible malware warning,"Hi support, I received an email asking me to sign in through a link that does not look legitimate. The problem began after the latest update.",Security,High,Chat,Identity Portal
TKT-0356,2026-06-16 16:39:00,Email not sending,"Hi support, I am receiving a large increase in unwanted messages today. The issue continues after a restart.",Email,Medium,Chat,Exchange Online
TKT-0729,2026-08-02 14:32:00,Docking station issue,"Hi support, The second monitor is blank and is not shown in display settings. The issue continues after a restart.",Hardware,Low,Chat,Laptop
TKT-0443,2026-08-06 07:21:00,Attachment blocked,Please help. Several expected emails are missing even though the senders received no error. I have a client deadline later today.,Email,High,Portal,Exchange Online
TKT-0420,2026-07-16 21:35:00,Mailbox is full,I am receiving a large increase in unwanted messages today. The issue continues after a restart.,Email,High,Chat,Outlook
TKT-0741,2026-08-31 10:11:00,Docking station issue,"Hello, The second monitor is blank and is not shown in display settings. Another team member can use the same service.",Hardware,Medium,Phone,Keyboard
TKT-0856,2026-08-07 04:59:00,Lost company device,"Hi support, My company phone is missing and may have been left in a public location. The issue continues after a restart.",Security,Critical,Chat,Security Operations
TKT-0727,2026-08-24 22:49:00,Docking station issue,"IT team, The laptop does not power on even when it is connected to the charger. Please let me know what information you need.",Hardware,Low,Chat,Keyboard
TKT-0342,2026-07-16 03:20:00,Mailbox is full,Please help. Several expected emails are missing even though the senders received no error. I have a client deadline later today.,Email,High,Email,Exchange Online
TKT-0371,2026-07-09 13:21:00,Too much spam,"Hello, Outlook reports that my mailbox has reached its storage limit. I have a client deadline later today.",Email,Medium,Chat,Exchange Online
TKT-0219,2026-06-25 11:38:00,Cannot reach shared drive,"Hello, Websites work but I cannot reach the shared project drive from home. The issue continues after a restart.",Network and VPN,Low,Email,Remote Desktop
TKT-0495,2026-07-20 07:29:00,Application crashes,"Hello, I need the approved software installed for a new assignment. The problem began after the latest update.",Software,Low,Chat,Project Management Tool
